타다, 96, 168
바나, 64, 151
라타, 67, 143
차다, 80, 169
나마, 91, 184
파사, 56, 175
가하, 60, 161
가다, 91, 160
차라, 54, 171
가타, 86, 167
가차, 76, 190
라타, 77, 188
하바, 61, 199
차바, 75, 168
라다, 61, 165
가하, 51, 192
다다, 58, 164
자사, 58, 178
자타, 98, 163
라사, 62, 190
마아, 78, 173
타파, 86, 187
타사, 67, 197
다자, 63, 182
바차, 44, 198
아파, 72, 176
아하, 40, 166
아바, 94, 142
가파, 40, 166
타아, 92, 156
바아, 83, 159
라카, 74, 180
마라, 86, 193
라자, 89, 193
하하, 72, 145
하자, 62, 165
파차, 89, 174
자바, 49, 176
카타, 71, 145
라바, 88, 158
가아, 56, 154
하나, 56, 173
하가, 45, 158
마마, 49, 159
마아, 68, 180
마아, 46, 143
바다, 61, 172
타바, 55, 191
가아, 63, 156
나나, 78, 158
카바, 59, 171
다마, 44, 143
차차, 58, 159
아가, 96, 167
라파, 73, 155
사파, 50, 161
타마, 42, 158
바가, 95, 171
마타, 70, 149
나아, 99, 156
사파, 73, 168
아타, 78, 164
바사, 59, 173
마가, 80, 176
파라, 44, 164
파타, 65, 153
차사, 58, 185
나라, 53, 153
하타, 52, 143
하라, 46, 157
나아, 43, 176
바나, 46, 164
아사, 83, 195
아사, 63, 168
자아, 64, 156
차카, 70, 145
가마, 92, 150
마하, 41, 151
아사, 73, 188
자가, 58, 184
하나, 64, 165
자타, 40, 179
카다, 65, 151
하다, 86, 144
다바, 79, 181
아가, 40, 191
아가, 73, 153
사아, 68, 193
아다, 53, 197
사사, 72, 161
나차, 74, 180
자카, 99, 159
자사, 80, 166
나타, 88, 183
파다, 54, 162
나자, 46, 161
마사, 60, 167
파자, 58, 153
카바, 55, 179
가차, 81, 196
바바, 97, 152
타나, 75, 189
가카, 66, 146
차마, 87, 156
아타, 81, 164
마카, 60, 148
사파, 85, 162
바나, 46, 197
자다, 63, 194
카하, 93, 168
하가, 67, 157
자라, 45, 151
파바, 82, 199
파사, 56, 187
파사, 70, 184
마나, 89, 171
차바, 58, 185
다가, 52, 168
마바, 58, 148
파자, 93, 191
다자, 95, 159
파가, 45, 146
가바, 48, 180
라마, 73, 185
차아, 62, 147
타타, 78, 177
파마, 40, 152
카사, 54, 148
자바, 97, 160
자다, 93, 169
차차, 62, 166
차하, 57, 148
타사, 87, 164
마자, 92, 175
가라, 92, 145
하카, 89, 163
마타, 63, 144
라아, 85, 184
차타, 98, 178
파라, 94, 165
타다, 85, 145
아다, 61, 177
카카, 51, 172
사라, 79, 140
